Int1_Name,TS_Name,Int2_Name,Sub_Name,Int1_DeltaG,TS_DeltaG,Int2_DeltaG,Sub_DeltaG,Int1_kcalmol,TS_kcalmol,Int2_kcalmol,fw_td_kcalmol,fw_b_kcalmol,rv_b_kcalmol,Sub_Smiles,Sub_Smiles_minusH,Int1_SMILES,Int2_SMILES,Int1_to_Int2_SMILES,Substrate_SMILES,Substrate_mH_SMILES,Substrate_to_Substrate_mH_SMILES
Benzoisoxazole_H8_deriv1_Int1_Sub25,Benzoisoxazole_H8_deriv1_interpolation_Sub25_v2,Benzoisoxazole_H8_deriv1_Int2_Sub25,Benzoisoxazole_H8_deriv1_Int1_Sub25,-1359.983522,-1359.973111,-1359.995215,-775.445541,3.788845000064782,10.32174750004998,-3.54851249988684,-7.337357499951622,6.532902499985198,13.87025999993682,,,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1cc(CC(F)(F)F)cc3oncc->231,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(CC(F)(F)F)cc2oncc21,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1cc(CC(F)(F)F)cc3oncc->231>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(CC(F)(F)F)cc2oncc21,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]([F])([F])[F])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]([F])([F])[F])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]([F])([F])[F])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]([F])([F])[F])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_deriv1_Int1_Sub27,Benzoisoxazole_H8_deriv1_interpolation_Sub27_v2,Benzoisoxazole_H8_deriv1_Int2_Sub27,Benzoisoxazole_H8_deriv1_Int1_Sub27,-1257.455235,-1257.441574,-1257.463918,-672.910626,-0.3702249999213336,8.202052500051309,-5.818807499933314,-5.44858250001198,8.572277499972643,14.020859999984625,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(CC2CCCCC2)cc2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(CC2CCCCC2)cc2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(CC2CCCCC2)cc2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(CC2CCCCC2)cc2oncc21,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_deriv1_Int1_Sub28,Benzoisoxazole_H8_deriv1_interpolation_Sub28_v2,Benzoisoxazole_H8_deriv1_Int2_Sub28,Benzoisoxazole_H8_deriv1_Int1_Sub28,-1180.124215,-1180.111124,-1180.13321,-595.582695,1.5681224999644885,9.782724999984111,-4.076239999981226,-5.644362499945714,8.214602500019623,13.858964999965336,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(CC(C)(C)C)cc2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(CC(C)(C)C)cc2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(CC(C)(C)C)cc2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(CC(C)(C)C)cc2oncc21,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_deriv1_Int1_Sub29,Benzoisoxazole_H8_deriv1_interpolation_Sub29_v2,Benzoisoxazole_H8_deriv1_Int2_Sub29,Benzoisoxazole_H8_deriv1_Int1_Sub29,-1140.868584,-1140.855607,-1140.878036,-556.327454,1.812847499988664,9.955915000046218,-4.118282500017756,-5.931130000006419,8.143067500057555,14.074197500063974,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(CC(C)C)cc2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(CC(C)C)cc2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(CC(C)C)cc2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(CC(C)C)cc2oncc21,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_deriv1_Int1_Sub2,Benzoisoxazole_H8_deriv1_interpolation_Sub2_v2,Benzoisoxazole_H8_deriv1_Int2_Sub2,Benzoisoxazole_H8_deriv1_Int1_Sub2,-1482.581336,-1482.571249,-1482.593203,-898.044706,4.636597500064568,10.966189999992366,-2.809944999896743,-7.446542499961311,6.329592499927799,13.77613499988911,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)c(C)cc2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(Cl)c(C)cc2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)c(C)cc2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(Cl)c(C)cc2oncc21,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[H])[c]1[Cl])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[H])[C]1[Cl])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[H])[c]1[Cl])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[H])[C]1[Cl])[O][N][C]2[H]
Benzoisoxazole_H8_deriv1_Int1_Sub30,Benzoisoxazole_H8_deriv1_interpolation_Sub30_v2,Benzoisoxazole_H8_deriv1_Int2_Sub30,Benzoisoxazole_H8_deriv1_Int1_Sub30,-1062.357232,-1062.344568,-1062.367138,-477.817881,2.9291699999880905,10.875830000042155,-3.2868450000124483,-6.216015000000539,7.946660000054067,14.162675000054604,,,CCc1cc2oncc23->[Pd+2]24(<-O=C->2(C)[O-]->4)(<-[O-]C(C)=O)<-c3c1,CCc1cc2oncc2[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,CCc1cc2oncc23->[Pd+2]24(<-O=C->2(C)[O-]->4)(<-[O-]C(C)=O)<-c3c1>>CCc1cc2oncc2[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_deriv1_Int1_Sub31,Benzoisoxazole_H8_deriv1_interpolation_Sub31_v2,Benzoisoxazole_H8_deriv1_Int2_Sub31,Benzoisoxazole_H8_deriv1_Int1_Sub31,-1117.643453,-1117.630512,-1117.653024,-533.101025,0.9983525001189264,9.118830000090838,-5.0074499999129785,-6.005802500031905,8.120477499971912,14.126280000003815,,,CNCc1cc2oncc23->[Pd+2]24(<-O=C->2(C)[O-]->4)(<-[O-]C(C)=O)<-c3c1,CNCc1cc2oncc2[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,CNCc1cc2oncc23->[Pd+2]24(<-O=C->2(C)[O-]->4)(<-[O-]C(C)=O)<-c3c1>>CNCc1cc2oncc2[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[N]([H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[N]([H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[N]([H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[N]([H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_deriv1_Int1_Sub32,Benzoisoxazole_H8_deriv1_interpolation_Sub32_v2,Benzoisoxazole_H8_deriv1_Int2_Sub32,Benzoisoxazole_H8_deriv1_Int1_Sub32,-1137.509044,-1137.495738,-1137.519347,-552.970306,3.3138275001226702,11.663342500015688,-3.1513049998909537,-6.465132500013624,8.349514999893017,14.81464749990664,,,COCc1cc2oncc23->[Pd+2]24(<-O=C->2(C)[O-]->4)(<-[O-]C(C)=O)<-c3c1,COCc1cc2oncc2[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,COCc1cc2oncc23->[Pd+2]24(<-O=C->2(C)[O-]->4)(<-[O-]C(C)=O)<-c3c1>>COCc1cc2oncc2[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[O][C]([H])([H])[H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[O][C]([H])([H])[H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[O][C]([H])([H])[H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[O][C]([H])([H])[H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_deriv1_Int1_Sub6,Benzoisoxazole_H8_deriv1_interpolation_Sub6_v2,Benzoisoxazole_H8_deriv1_Int2_Sub6,Benzoisoxazole_H8_deriv1_Int1_Sub6,-1062.363614,-1062.352258,-1062.371074,-477.822866,2.0525524999541744,9.178442500083008,-2.6285974999265704,-4.681149999880745,7.125890000128834,11.80704000000958,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2cnoc2cc(C)c->31C,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C)c(C)cc2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2cnoc2cc(C)c->31C>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C)c(C)cc2oncc21,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[H])[c]1[C]([H])([H])[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[H])[C]1[C]([H])([H])[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[H])[c]1[C]([H])([H])[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[H])[C]1[C]([H])([H])[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub10,Benzoisoxazole_H8_interpolation_Sub10_v2,Benzoisoxazole_H8_Int2_Sub10,Benzoisoxazole_H8_Int1_Sub10,-1443.326278,-1443.306778,-1443.32811,-858.782281,0.0138050000364842,12.250055000103828,-1.135774999914645,-1.1495799999511291,12.236250000067344,13.385830000018473,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc2onc(Cl)c2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc2onc(Cl)c21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc2onc(Cl)c2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc2onc(Cl)c21,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[H])[o][n][c]2[Cl],[C]1[C]2[C]([C]([H])[C]([H])[C]1[H])[O][N][C]2[Cl],[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[H])[o][n][c]2[Cl]>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[H])[O][N][C]2[Cl]
Benzoisoxazole_H8_Int1_Sub22,Benzoisoxazole_H8_interpolation_Sub22_v2,Benzoisoxazole_H8_Int2_Sub22,Benzoisoxazole_H8_Int1_Sub22,-1023.103453,-1023.09079,-1023.113466,-438.564889,3.42301250006102,11.369045000045332,-2.860144999984016,-6.283157500045036,7.946032499984312,14.229190000029348,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C)cc2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(C)cc2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C)cc2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(C)cc2oncc21,[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([H])([H])[H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([H])([H])[H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub23,Benzoisoxazole_H8_interpolation_Sub23_v2,Benzoisoxazole_H8_Int2_Sub23,Benzoisoxazole_H8_Int1_Sub23,-1078.406707,-1078.390217,-1078.413025,-493.860018,-1.6754250000145987,8.672050000113103,-5.6399699999924735,-3.964544999977875,10.347475000127702,14.312020000105576,,,CNc1cc2oncc23->[Pd+2]24(<-O=C->2(C)[O-]->4)(<-[O-]C(C)=O)<-c3c1,CNc1cc2oncc2[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,CNc1cc2oncc23->[Pd+2]24(<-O=C->2(C)[O-]->4)(<-[O-]C(C)=O)<-c3c1>>CNc1cc2oncc2[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c1,[c]1([H])[c]2[c]([c]([H])[c]([N]([H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([N]([H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([N]([H])[C]([H])([H])[H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([N]([H])[C]([H])([H])[H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub25,Benzoisoxazole_H8_interpolation_Sub25_v2,Benzoisoxazole_H8_Int2_Sub25,Benzoisoxazole_H8_Int1_Sub25,-1320.715828,-1320.704361,-1320.730473,-736.18307,7.066277499993987,14.261820000018304,-2.1234599999891657,-9.189737499983153,7.195542500024317,16.38528000000747,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C(F)(F)F)c2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(F)(F)F)c2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C(F)(F)F)c2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(F)(F)F)c2oncc21,[c]1([H])[c]2[c]([c]([C]([F])([F])[F])[c]([H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([C]([F])([F])[F])[C]([H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([C]([F])([F])[F])[c]([H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([C]([F])([F])[F])[C]([H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub27,Benzoisoxazole_H8_interpolation_Sub27_v2,Benzoisoxazole_H8_Int2_Sub27,Benzoisoxazole_H8_Int1_Sub27,-1218.199419,-1218.186834,-1218.207737,-633.656715,0.8251624999854812,8.72224999995069,-4.394382499962717,-5.219544999948198,7.89708749996521,13.116632499913408,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C2CCCCC2)c2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C2CCCCC2)c2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C2CCCCC2)c2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C2CCCCC2)c2oncc21,[c]1([H])[c]2[c]([c]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]([H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]([H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]([H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]([H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub28,Benzoisoxazole_H8_interpolation_Sub28_v2,Benzoisoxazole_H8_Int2_Sub28,Benzoisoxazole_H8_Int1_Sub28,-1140.866025,-1140.853677,-1140.874932,-556.326695,2.9423474999904897,10.690717499974484,-2.6467949999519647,-5.589142499942454,7.748369999983993,13.337512499926447,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C(C)(C)C)c2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(C)(C)C)c2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C(C)(C)C)c2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(C)(C)C)c2oncc21,[c]1([H])[c]2[c]([c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub29,Benzoisoxazole_H8_interpolation_Sub29_v2,Benzoisoxazole_H8_Int2_Sub29,Benzoisoxazole_H8_Int1_Sub29,-1101.612722,-1101.601316,-1101.621353,-517.072895,2.630479999993156,9.787745000042776,-2.78547249995853,-5.415952499951686,7.15726500004962,12.573217500001306,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C(C)C)c2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(C)C)c2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C(C)C)c2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(C)C)c2oncc21,[c]1([H])[c]2[c]([c]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub2,Benzoisoxazole_H8_interpolation_Sub2_v2,Benzoisoxazole_H8_Int2_Sub2,Benzoisoxazole_H8_Int1_Sub2,-1443.319616,-1443.310141,-1443.332676,-858.784324,5.47619250001361,11.42175500005493,-2.718957499983788,-8.195149999997398,5.945562500041319,14.140712500038717,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)ccc2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(Cl)ccc2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(Cl)ccc2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(Cl)ccc2oncc21,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[Cl])[o][n][c]2[H],[C]1[C]2[C]([C]([H])[C]([H])[C]1[Cl])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[Cl])[o][n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[Cl])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub30,Benzoisoxazole_H8_interpolation_Sub30_v2,Benzoisoxazole_H8_Int2_Sub30,Benzoisoxazole_H8_Int1_Sub30,-1023.104911,-1023.09394,-1023.113887,-438.566099,3.267392500025892,10.15169500005129,-2.365047499949924,-5.632439999975816,6.884302500025399,12.516742500001214,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C)c2oncc->321,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C)c2oncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc(C)c2oncc->321>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C)c2oncc21,[c]1([H])[c]2[c]([c]([C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub31,Benzoisoxazole_H8_interpolation_Sub31_v2,Benzoisoxazole_H8_Int2_Sub31,Benzoisoxazole_H8_Int1_Sub31,-1078.416174,-1078.396491,-1078.408481,-493.859788,-7.760292499953891,4.590790000037544,-2.9329349999429155,4.827357500010976,12.351082499991437,7.523724999980459,,,CNc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c2cnoc12,CNc1cc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c2cnoc12,CNc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c2cnoc12>>CNc1cc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c2cnoc12,[c]1([H])[c]2[c]([c]([N]([H])[C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([N]([H])[C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([N]([H])[C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([N]([H])[C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H]
Benzoisoxazole_H8_Int1_Sub32,Benzoisoxazole_H8_interpolation_Sub32_v2,Benzoisoxazole_H8_Int2_Sub32,Benzoisoxazole_H8_Int1_Sub32,-1098.265509,-1098.246546,-1098.26345,-513.717788,-2.3230049999847324,9.576277500005972,-1.0309824998938666,1.2920225000908658,11.899282499990704,10.607259999899838,,,COc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c2cnoc12,COc1cc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c2cnoc12,COc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c2cnoc12>>COc1cc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c2cnoc12,[c]1([H])[c]2[c]([c]([O][C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H],[C]1[C]2[C]([C]([O][C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H],[c]1([H])[c]2[c]([c]([O][C]([H])([H])[H])[c]([H])[c]1[H])[o][n][c]2[H]>>[C]1[C]2[C]([C]([O][C]([H])([H])[H])[C]([H])[C]1[H])[O][N][C]2[H]
