Int1_Name,TS_Name,Int2_Name,Sub_Name,Int1_DeltaG,TS_DeltaG,Int2_DeltaG,Sub_DeltaG,Int1_kcalmol,TS_kcalmol,Int2_kcalmol,fw_td_kcalmol,fw_b_kcalmol,rv_b_kcalmol,Sub_Smiles,Sub_Smiles_minusH,Int1_SMILES,Int2_SMILES,Int1_to_Int2_SMILES,Substrate_SMILES,Substrate_mH_SMILES,Substrate_to_Substrate_mH_SMILES
Isoquinoline_H12_Int1_Sub6,Isoquinoline_H12_interpolation_Sub6_v2,Isoquinoline_H12_Int2_Sub6,Isoquinoline_H12_Int1_Sub6,-1025.309662,-1025.28906,-1025.307045,-440.758965,-4.190444999906902,8.737309999984006,-2.548277499986682,1.6421674999202196,12.927754999890908,11.285587499970688,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2cnccc2ccc->31C,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C)ccc2ccncc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2cnccc2ccc->31C>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C)ccc2ccncc21,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]([H])([H])[H])[c]([H])[c]([H])[n][c]2[H],[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]([H])([H])[H])[C]([H])[C]([H])[N][C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]([H])([H])[H])[c]([H])[c]([H])[n][c]2[H]>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]([H])([H])[H])[C]([H])[C]([H])[N][C]2[H]
Isoquinoline_H12_Int1_Sub9,Isoquinoline_H12_interpolation_Sub9_v2,Isoquinoline_H12_Int2_Sub9,Isoquinoline_H12_Int1_Sub9,-1322.921503,-1322.896738,-1322.912567,-738.376343,-0.7159774999757929,14.824060000096893,4.891362499992056,5.607339999967849,15.540037500072684,9.932697500104837,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc2ccnc(C(F)(F)F)c2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc2ccnc(C(F)(F)F)c21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1ccc2ccnc(C(F)(F)F)c2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cccc2ccnc(C(F)(F)F)c21,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[H])[c]([H])[c]([H])[n][c]2[C]([F])([F])[F],[C]1[C]2[C]([C]([H])[C]([H])[C]1[H])[C]([H])[C]([H])[N][C]2[C]([F])([F])[F],[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[H])[c]([H])[c]([H])[n][c]2[C]([F])([F])[F]>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[H])[C]([H])[C]([H])[N][C]2[C]([F])([F])[F]
Napthalene_H7_Int1_Sub17,Napthalene_H7_interpolation_Sub17_v2,Napthalene_H7_Int2_Sub17,Napthalene_H7_Int1_Sub17,-1306.889768,-1306.867169,-1306.886363,-722.340079,-3.5579250000057527,10.62294749993157,-1.421287500049857,2.136637499955896,14.180872499937324,12.044234999981429,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(C(F)(F)F)cc2ccccc2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(C(F)(F)F)cc2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c(C(F)(F)F)cc2ccccc2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cc(C(F)(F)F)cc2ccccc21,[c]1([H])[c]2[c]([c]([H])[c]([C]([F])([F])[F])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([H])[C]([C]([F])([F])[F])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([C]([F])([F])[F])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([H])[C]([C]([F])([F])[F])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub25,Napthalene_H7_interpolation_Sub25_v2,Napthalene_H7_Int2_Sub25,Napthalene_H7_Int1_Sub25,-1306.885193,-1306.862397,-1306.882751,-722.337088,-2.5639650000184133,11.740524999963498,-1.0316100000349593,1.532354999983454,14.30448999998191,12.772134999998457,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C(F)(F)F)c2ccccc2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(F)(F)F)c2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C(F)(F)F)c2ccccc2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(F)(F)F)c2ccccc21,[c]1([H])[c]2[c]([c]([C]([F])([F])[F])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([C]([F])([F])[F])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([C]([F])([F])[F])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([C]([F])([F])[F])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub26,Napthalene_H7_interpolation_Sub26_v2,Napthalene_H7_Int2_Sub26,Napthalene_H7_Int1_Sub26,-1429.489521,-1429.467245,-1429.484857,-844.937892,-4.775274999928456,9.20291500002122,-1.8486149998983592,2.926660000030097,13.978189999949675,11.05152999991958,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(Cl)c2ccccc2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(Cl)c2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(Cl)c2ccccc2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(Cl)c2ccccc21,[c]1([H])[c]2[c]([c]([Cl])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([Cl])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([Cl])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([Cl])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub27,Napthalene_H7_interpolation_Sub27_v2,Napthalene_H7_Int2_Sub27,Napthalene_H7_Int1_Sub27,-1204.363656,-1204.340103,-1204.356196,-619.805018,-9.173422499953006,5.606085000042356,-4.492272499929584,4.681150000023422,14.77950749999536,10.09835749997194,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C2CCCCC2)c2ccccc2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C2CCCCC2)c2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C2CCCCC2)c2ccccc2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C2CCCCC2)c2ccccc21,[c]1([H])[c]2[c]([c]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub28,Napthalene_H7_interpolation_Sub28_v2,Napthalene_H7_Int2_Sub28,Napthalene_H7_Int1_Sub28,-1127.023708,-1127.000036,-1127.016409,-542.468105,-7.268959999910294,7.585220000110553,-2.6888374999884945,4.580122499921799,14.854180000020849,10.274057500099048,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C(C)(C)C)c2ccccc2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(C)(C)C)c2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C(C)(C)C)c2ccccc2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(C)(C)C)c2ccccc21,[c]1([H])[c]2[c]([c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub29,Napthalene_H7_interpolation_Sub29_v2,Napthalene_H7_Int2_Sub29,Napthalene_H7_Int1_Sub29,-1087.776927,-1087.753565,-1087.769628,-503.221234,-7.325434999910385,7.334220000030882,-2.745312499988586,4.580122499921799,14.659654999941267,10.079532500019468,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C(C)C)c2ccccc2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(C)C)c2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C(C)C)c2ccccc2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C(C)C)c2ccccc21,[c]1([H])[c]2[c]([c]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub2,Napthalene_H7_interpolation_Sub2_v2,Napthalene_H7_Int2_Sub2,Napthalene_H7_Int1_Sub2,-1429.483792,-1429.468933,-1429.48682,-844.938632,-0.7159774999757929,8.608044999953677,-2.616047500029594,-1.9000700000538016,9.32402249992947,11.224092499983271,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2ccccc2ccc->31Cl,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(Cl)ccc2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2ccccc2ccc->31Cl>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(Cl)ccc2ccccc21,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[Cl])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([H])[C]([H])[C]1[Cl])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[Cl])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[Cl])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub30,Napthalene_H7_interpolation_Sub30_v2,Napthalene_H7_Int2_Sub30,Napthalene_H7_Int1_Sub30,-1009.270269,-1009.247354,-1009.263355,-424.715629,-6.664677499973521,7.714485000033875,-2.32614250001248,4.338534999961041,14.379162500007396,10.040627500046355,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C)c2ccccc2c->31,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C)c2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1cc(C)c2ccccc2c->31>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1ccc(C)c2ccccc21,[c]1([H])[c]2[c]([c]([C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub31,Napthalene_H7_interpolation_Sub31_v2,Napthalene_H7_Int2_Sub31,Napthalene_H7_Int1_Sub31,-1064.574509,-1064.553101,-1064.560127,-480.009756,-13.010585000002806,0.4229350000379384,-3.9858799999596783,9.024705000043127,13.433520000040744,4.408814999997617,,,CNc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c2ccccc12,CNc1cc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c2ccccc12,CNc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c2ccccc12>>CNc1cc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c2ccccc12,[c]1([H])[c]2[c]([c]([N]([H])[C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([N]([H])[C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([N]([H])[C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([N]([H])[C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub32,Napthalene_H7_interpolation_Sub32_v2,Napthalene_H7_Int2_Sub32,Napthalene_H7_Int1_Sub32,-1084.43255,-1084.410138,-1084.422645,-499.875677,-8.065884999967068,5.997645000052501,-1.8504975000362835,6.2153874999307845,14.063530000019568,7.848142500088784,,,COc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c2ccccc12,COc1cc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c2ccccc12,COc1cc2->[Pd+2]34(<-O=C->3(C)[O-]->4)(<-[O-]C(C)=O)<-c2c2ccccc12>>COc1cc[c-](->[Pd+2]2(<-O=C(C)O)<-O=C(C)[O-]->2)c2ccccc12,[c]1([H])[c]2[c]([c]([O][C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([O][C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([O][C]([H])([H])[H])[c]([H])[c]1[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([O][C]([H])([H])[H])[C]([H])[C]1[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub3,Napthalene_H7_interpolation_Sub3_v2,Napthalene_H7_Int2_Sub3,Napthalene_H7_Int1_Sub3,-1204.366593,-1204.344825,-1204.361047,-619.808198,-9.020939999981294,4.638480000059815,-5.540825000064444,3.48011499991685,13.65942000004111,10.17930500012426,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2ccccc2ccc->31C1CCCCC1,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C2CCCCC2)ccc2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2ccccc2ccc->31C1CCCCC1>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C2CCCCC2)ccc2ccccc21,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]1([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]1([H])[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub4,Napthalene_H7_interpolation_Sub4_v2,Napthalene_H7_Int2_Sub4,Napthalene_H7_Int1_Sub4,-1127.028537,-1127.007306,-1127.021094,-542.477876,-4.167854999892597,9.154597500071873,0.5026275000864189,4.670482499979016,13.32245249996447,8.651969999985454,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2ccccc2ccc->31C(C)(C)C,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C(C)(C)C)ccc2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2ccccc2ccc->31C(C)(C)C>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C(C)(C)C)ccc2ccccc21,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]([H])[C]([H])[C]([H])[C]2[H]
Napthalene_H7_Int1_Sub6,Napthalene_H7_interpolation_Sub6_v2,Napthalene_H7_Int2_Sub6,Napthalene_H7_Int1_Sub6,-1009.269259,-1009.248194,-1009.26443,-424.717154,-5.073964999994729,8.144322500018717,-2.043767499940685,3.030197500054044,13.218287500013446,10.188089999959402,,,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2ccccc2ccc->31C,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C)ccc2ccccc21,CC(=O)[O-]->[Pd+2]123(<-O=C->1(C)[O-]->2)<-c1c2ccccc2ccc->31C>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1c(C)ccc2ccccc21,[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[c]2[H],[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]([H])([H])[H])[C]([H])[C]([H])[C]([H])[C]2[H],[c]1([H])[c]2[c]([c]([H])[c]([H])[c]1[C]([H])([H])[H])[c]([H])[c]([H])[c]([H])[c]2[H]>>[C]1[C]2[C]([C]([H])[C]([H])[C]1[C]([H])([H])[H])[C]([H])[C]([H])[C]([H])[C]2[H]
OneHPyrrolo23bpyridine_H11_deriv1_Int1_Sub10,OneHPyrrolo23bpyridine_H11_deriv1_interpolation_Sub10_v2,OneHPyrrolo23bpyridine_H11_deriv1_Int2_Sub10,OneHPyrrolo23bpyridine_H11_deriv1_Int1_Sub10,-1882.94798,-1882.930919,-1882.940826,-1298.39187,-7.587102500034462,3.1186749999733365,-3.0979675000969564,4.489134999937505,10.705777500007798,6.216642500070293,,,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1c3c(Cl)ccnc3n(Cl)c->21,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cn(Cl)c2nccc(Cl)c21,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1c3c(Cl)ccnc3n(Cl)c->21>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cn(Cl)c2nccc(Cl)c21,[c]1([H])[c]2[c]([n]([Cl])[c]1[H])[n][c]([H])[c]([H])[c]2[Cl],[C]1[C]2[C]([N]([Cl])[C]1[H])[N][C]([H])[C]([H])[C]2[Cl],[c]1([H])[c]2[c]([n]([Cl])[c]1[H])[n][c]([H])[c]([H])[c]2[Cl]>>[C]1[C]2[C]([N]([Cl])[C]1[H])[N][C]([H])[C]([H])[C]2[Cl]
OneHPyrrolo23bpyridine_H11_deriv1_Int1_Sub11,OneHPyrrolo23bpyridine_H11_deriv1_interpolation_Sub11_v2,OneHPyrrolo23bpyridine_H11_deriv1_Int2_Sub11,OneHPyrrolo23bpyridine_H11_deriv1_Int1_Sub11,-1657.875537,-1657.856744,-1657.863387,-1073.309933,-13.54458749997434,-1.7519799998569852,-5.920462499962014,7.62412499986965,11.79260749997468,4.1684825001050285,,,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1c3c(Cl)ccnc3n(C3CCCCC3)c->21,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cn(C2CCCCC2)c2nccc(Cl)c21,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1c3c(Cl)ccnc3n(C3CCCCC3)c->21>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cn(C2CCCCC2)c2nccc(Cl)c21,[c]1([H])[c]2[c]([n]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]1[H])[n][c]([H])[c]([H])[c]2[Cl],[C]1[C]2[C]([N]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]1[H])[N][C]([H])[C]([H])[C]2[Cl],[c]1([H])[c]2[c]([n]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[c]1[H])[n][c]([H])[c]([H])[c]2[Cl]>>[C]1[C]2[C]([N]([C]3([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]3([H])[H])[C]1[H])[N][C]([H])[C]([H])[C]2[Cl]
OneHPyrrolo23bpyridine_H11_deriv1_Int1_Sub12,OneHPyrrolo23bpyridine_H11_deriv1_interpolation_Sub12_v2,OneHPyrrolo23bpyridine_H11_deriv1_Int2_Sub12,OneHPyrrolo23bpyridine_H11_deriv1_Int1_Sub12,-1580.542167,-1580.523386,-1580.529404,-995.979703,-11.57423750002664,0.2108399999670496,-3.56545500005808,8.00878249996856,11.78507749999369,3.7762950000251294,,,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1c3c(Cl)ccnc3n(C(C)(C)C)c->21,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cn(C(C)(C)C)c2nccc(Cl)c21,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1c3c(Cl)ccnc3n(C(C)(C)C)c->21>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cn(C(C)(C)C)c2nccc(Cl)c21,[c]1([H])[c]2[c]([n]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[n][c]([H])[c]([H])[c]2[Cl],[C]1[C]2[C]([N]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[N][C]([H])[C]([H])[C]2[Cl],[c]1([H])[c]2[c]([n]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[n][c]([H])[c]([H])[c]2[Cl]>>[C]1[C]2[C]([N]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[N][C]([H])[C]([H])[C]2[Cl]
OneHPyrrolo23bpyridine_H11_deriv1_Int1_Sub13,OneHPyrrolo23bpyridine_H11_deriv1_interpolation_Sub13_v2,OneHPyrrolo23bpyridine_H11_deriv1_Int2_Sub13,OneHPyrrolo23bpyridine_H11_deriv1_Int1_Sub13,-1541.288957,-1541.270228,-1541.277111,-956.726457,-11.596827499969606,0.1556199999637897,-4.163462500046364,7.433364999923242,11.752447499933396,4.319082500010154,,,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1c3c(Cl)ccnc3n(C(C)C)c->21,CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cn(C(C)C)c2nccc(Cl)c21,CC(=O)[O-]->[Pd+2]12(<-O=C(C)[O-]->1)<-c1c3c(Cl)ccnc3n(C(C)C)c->21>>CC(O)=O->[Pd+2]1(<-O=C(C)[O-]->1)<-[c-]1cn(C(C)C)c2nccc(Cl)c21,[c]1([H])[c]2[c]([n]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[n][c]([H])[c]([H])[c]2[Cl],[C]1[C]2[C]([N]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[N][C]([H])[C]([H])[C]2[Cl],[c]1([H])[c]2[c]([n]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]1[H])[n][c]([H])[c]([H])[c]2[Cl]>>[C]1[C]2[C]([N]([C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[C]1[H])[N][C]([H])[C]([H])[C]2[Cl]
